Drug_ID	Drug	Y
"[(3s)-oxolan-3-yl] n-[(2s,3r)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate"	"CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N"	-0.56
"1-(4-bromophenyl)-8-[4-(4-fluorophenyl)-4-oxobutyl]-3-methyl-1,3,8-triazaspiro[4.5]decan-4-one"	"CN1CN(C2=CC=C(Br)C=C2)C3(CC[NH+](CCCC(=O)C4=CC=C(F)C=C4)CC3)C1=O"	-0.55
"n-[4-[(2s)-2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide"	"CC(C)NC[C@@H](COC1=CC=C(C=C1)NC(=O)C)O"	-0.55
"3-(aminomethyl)-5-methylhexanoic acid"	"CC(C)CC(CC(=O)O)CN"	-0.54
"n-cyclopropyl-3-[4-(cyclopropylmethylcarbamoyl)phenyl]-4-methylbenzamide"	"CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4"	-0.52
"n-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide"	"CC(=O)NC1=NN=C(S1)S(=O)(=O)N"	-0.52
"5-[2-(benzenesulfonyl)ethyl]-3-[[(2s)-1-methylpyrrolidin-2-yl]methyl]-1h-indole"	"CN1CCC[C@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4"	-0.52
"n-(2,5-dibromo-3-fluorophenyl)-4-methoxy-3-piperazin-1-ylbenzenesulfonamide"	"COC1=C(C=C(C=C1)S(=O)(=O)NC2=C(C(=CC(=C2)Br)F)Br)N3CCNCC3"	-0.52
"1,3-bis(2-chloroethyl)-1-nitrosourea"	"C(CCl)NC(=O)N(CCCl)N=O"	-0.52
"4-butyl-5-hydroxy-1,2-diphenylpyrazol-3-one"	"CCCCC1=C(N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)O"	-0.52
"n-[2-(3-hydroxypyrrolidin-1-yl)-1-phenylethyl]-n-methyl-2,2-diphenylacetamide"	"CN(C(CN1CCC(C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4"	-0.51
"4-butyl-1,2-diphenylpyrazolidine-3,5-dione"	"CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3"	-0.5
"n-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-morpholin-4-ylpropoxy)quinazolin-4-amine"	"COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4"	-0.5
"(8s,9s,10r,11r,13s,14s,17s)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"	"C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O"	-0.5
"2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid"	"C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl"	-0.5
"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid"	"CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C"	-0.49
"1-[5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione"	"CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO"	-0.48
"n,n-dimethyl-3-(5-oxophenothiazin-10-yl)propan-1-amine"	"CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31"	-0.48
"13-(dimethylamino)-5-(4-ethylphenyl)-8-thia-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(13),2(7),3,9,11-pentaen-6-one"	"CCC1=CC=C(C=C1)N2C=NC3=C(C2=O)SC4=NC=CC(=C34)N(C)C"	-0.47
"3-methyl-4-oxoimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide"	"CN1C(=O)N2C=NC(=C2N=N1)C(=O)N"	-0.47
"4-[1-[2-(2,4-difluorophenyl)ethyl]piperidin-4-yl]sulfonylbenzamide"	"C1CN(CCC1S(=O)(=O)C2=CC=C(C=C2)C(=O)N)CCC3=C(C=C(C=C3)F)F"	-0.47
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]acetamide"	"CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2"	-0.46
"4-(4-fluorobenzoyl)-1-[4-(3-piperidin-1-ylpropoxy)phenyl]piperazin-2-one"	"C1CCN(CC1)CCCOC2=CC=C(C=C2)N3CCN(CC3=O)C(=O)C4=CC=C(C=C4)F"	-0.46
"4-fluoro-n-[2-[4-[2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-5-yl]piperazin-1-yl]ethyl]benzamide"	"C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO"	-0.45
"4-fluoro-n-[2-[4-[(2s)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-5-yl]piperazin-1-yl]ethyl]benzamide"	"C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO"	-0.45
"2-[(2-hydroxybenzoyl)amino]acetic acid"	"C1=CC=C(C(=C1)C(=O)NCC(=O)O)O"	-0.44
"1-(4-bromophenyl)-3-ethyl-8-[4-(4-fluorophenyl)-4-oxobutyl]-1,3,8-triazaspiro[4.5]decan-4-one"	"CCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Br"	-0.43
"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid"	"CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F"	-0.43
"1-aminocyclopentane-1-carboxylic acid"	"C1CCC(C1)(C(=O)O)N"	-0.43
"ditert-butyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"	"CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)(C)C"	-0.42
"(19s)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione"	"CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O"	-0.42
"n-[(5-methoxy-2-methyl-1-methylsulfonyl-2,3-dihydroindol-6-yl)methyl]-2-phenylpiperidin-3-amine"	"CC1CC2=CC(=C(C=C2N1S(=O)(=O)C)CNC3CCCNC3C4=CC=CC=C4)OC"	-0.42
"(1r,2s,5s,6s)-2-amino-6-fluoro-4-oxobicyclo[3.1.0]hexane-2,6-dicarboxylic acid"	"C1C(=O)[C@@H]2[C@H]([C@@]1(C(=O)O)N)[C@]2(C(=O)O)F"	-0.41
"prop-2-enenitrile"	"C=CC#N"	-0.4
"4-(dipropylsulfamoyl)benzoic acid"	"CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O"	-0.4
"3-aminopropane-1-sulfonic acid"	"C(CN)CS(=O)(=O)O"	-0.4
"4-(4-chlorobenzoyl)-1-[4-(1-cyclobutylpiperidin-4-yl)oxyphenyl]piperazin-2-one"	"C1CC(C1)N2CCC(CC2)OC3=CC=C(C=C3)N4CCN(CC4=O)C(=O)C5=CC=C(C=C5)Cl"	-0.4
"5-cyclopropyl-2-(3,5-dimethoxyanilino)-7-[(1-hydroxy-3-methylbutan-2-yl)amino]pyrazolo[1,5-a]pyrimidine-3-carboxamide"	"CC(C)C(CO)NC1=CC(=NC2=C(C(=NN12)NC3=CC(=CC(=C3)OC)OC)C(=O)N)C4CC4"	-0.39
"6-[[1-[2-(2-methylquinolin-5-yl)oxyethyl]piperidin-4-yl]methyl]-4h-1,4-benzoxazin-3-one"	"CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5"	-0.39
"tert-butyl-[(1-oxidopyridin-4-ylidene)methyl]-oxoazanium"	"CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-]"	-0.38
"1-[(3s)-3-(3,4-dichlorophenyl)-3-[2-(4-phenyl-1-azoniabicyclo[2.2.2]octan-1-yl)ethyl]piperidin-1-yl]-2-(3-propan-2-yloxyphenyl)ethanone;chloride"	"CC(C)OC1=CC=CC(=C1)CC(=O)N2CCC[C@](C2)(CC[N+]34CCC(CC3)(CC4)C5=CC=CC=C5)C6=CC(=C(C=C6)Cl)Cl.[Cl-]"	-0.37
"(1s)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3h-2-benzofuran-5-carbonitrile"	"CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F"	-0.37
"n-(4,5-dimethyl-1,3-thiazol-2-yl)-n-[4-methoxy-3-[[(2-phenylpiperidin-3-yl)amino]methyl]phenyl]methanesulfonamide"	"CC1=C(SC(=N1)N(C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)S(=O)(=O)C)C"	-0.37
"benzyl 4-[(pyrimidin-2-ylamino)methyl]piperidine-1-carboxylate"	"C1CN(CCC1CNC2=NC=CC=N2)C(=O)OCC3=CC=CC=C3"	-0.37
"5,6-dimethyl-5,6-dihydrobenzo[b][1]benzazepine-11-carboxamide"	"CC1C(C2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N)C"	-0.34
"3-oxatetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaene-11-carboxamide"	"C1=CC=C2C(C3=CC=CC=C3C4C(C2=C1)O4)C(=O)N"	-0.34
"11-azatetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaene-11-carboxamide"	"C1C2C1C3=CC=CC=C3N(C4=CC=CC=C24)C(=O)N"	-0.34
"2-(2-oxopropyl)-6-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)pyridazin-3-one"	"CC(=O)CN1C(=O)C=CC(=N1)C2=C3C=CC=CN3N=C2C4=CC=CC=C4"	-0.31
"3-oxa-11-azatetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaene-11-carboxamide"	"C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N"	-0.3
"16-fluoro-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol"	"CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O"	-0.3
"5-(cyclohexen-1-yl)-5-ethyl-1,3-diazinane-2,4,6-trione"	"CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2"	-0.3
"7-chloro-5-methyl-3-(5-propan-2-yl-1,2,4-oxadiazol-3-yl)-4h-imidazo[1,5-a][1,4]benzodiazepin-6-one"	"CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C"	-0.3
"(8r,9s,13s,14s,16s,17r)-16-fluoro-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol"	"C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H]([C@@H]2O)F)CCC4=C3C=CC(=C4)O"	-0.3
"(4s,7s,13s)-13-[[(2s)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-7-benzyl-3,3,14,14-tetramethyl-6,9,12-trioxo-1,2-dithia-5,8,11-triazacyclotetradecane-4-carboxylic acid"	"CC1([C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)C"	-0.3
"1,5-dimethyl-5h-pyrrolo[2,3-d]pyrimidine-2,4-dione"	"CC1C=NC2=C1C(=O)NC(=O)N2C"	-0.3
"ethyl 8-fluoro-5-methyl-6-oxo-4h-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate"	"CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C"	-0.3
"3,7-dimethylpurine-2,6-dione"	"CN1C=NC2=C1C(=O)NC(=O)N2C"	-0.3
"1-(5-chloro-2-hydroxyphenyl)-3-[2-chloro-5-(trifluoromethyl)phenyl]urea"	"C1=CC(=C(C=C1C(F)(F)F)NC(=O)NC2=C(C=CC(=C2)Cl)O)Cl"	-0.3
"lithium"	"[Li]"	-0.3
"(19s)-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione"	"CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O"	-0.29
"n-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide"	"CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O"	-0.28
"1,1-dichloroethane"	"CC(Cl)Cl"	-0.28
"n-[3-[4-[(dimethylamino)methyl]pyridin-2-yl]phenyl]-3-nitro-1h-pyrrol-2-amine"	"CN(C)CC1=CC(=NC=C1)C2=CC(=CC=C2)NC3=C(C=CN3)[N+](=O)[O-]"	-0.28
"n-(4-bromo-2,6-dimethylphenyl)-4,5-dihydro-1h-imidazol-2-amine"	"CC1=CC(=CC(=C1NC2=NCCN2)C)Br"	-0.28
"2-fluoroethyl carbamimidothioate"	"C(CSC(=N)N)F"	-0.27
"n-[3-[5-[(dimethylamino)methyl]furan-2-yl]phenyl]-3-nitro-1h-pyrrol-2-amine"	"CN(C)CC1=CC=C(O1)C2=CC(=CC=C2)NC3=C(C=CN3)[N+](=O)[O-]"	-0.27
"(8s)-8-methyl-6,9-diazaspiro[4.5]decane-7,10-dione"	"C[C@H]1C(=O)NC2(CCCC2)C(=O)N1"	-0.26
"tert-butyl 8-methyl-7-oxo-5-thia-1,8,12-triazatricyclo[8.3.0.02,6]trideca-2(6),3,10,12-tetraene-11-carboxylate"	"CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C"	-0.25
"2-cyano-n-methyl-4-(spiro[3.5]nonan-7-ylmethylamino)-6-(2,2,6,6-tetramethylpiperidin-4-yl)oxypyrimidine-5-carboxamide"	"CC1(CC(CC(N1)(C)C)OC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N)C"	-0.24
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]benzamide"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)C3=CC=CC=C3"	-0.24
"1-(3-fluoropropyl)-2-nitroimidazole"	"C1=CN(C(=N1)[N+](=O)[O-])CCCF"	-0.24
"prop-2-yn-1-ol"	"C#CCO"	-0.23
"1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol"	"CC(C)NCC(COC1=CC=CC=C1CC=C)O"	-0.23
"2-(2-hydroxy-2-methylpropyl)-6-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)pyridazin-3-one"	"CC(C)(CN1C(=O)C=CC(=N1)C2=C3C=CC=CN3N=C2C4=CC=CC=C4)O"	-0.23
"5,5-bis(prop-2-enyl)-1,3-diazinane-2,4,6-trione"	"C=CCC1(C(=O)NC(=O)NC1=O)CC=C"	-0.22
"n-(cyclopropylmethyl)-7-(2,4-dichlorophenyl)-2-methyl-n-propyl-5,6-dihydropyrrolo[2,3-d]pyrimidin-4-amine"	"CCCN(CC1CC1)C2=NC(=NC3=C2CCN3C4=C(C=C(C=C4)Cl)Cl)C"	-0.22
"4-amino-5-chloro-2-methoxy-n-(3-methoxypiperidin-4-yl)benzamide"	"COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl"	-0.22
"1-[4-methoxy-3-[[(2-phenylpiperidin-3-yl)amino]methyl]phenyl]pyrrolidin-2-one"	"COC1=C(C=C(C=C1)N2CCCC2=O)CNC3CCCNC3C4=CC=CC=C4"	-0.22
"(8r,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one"	"C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O"	-0.22
"n-(2-chloro-6-methylphenyl)-12-(3-methylpiperazin-1-yl)-2,4,8,13-tetrazatricyclo[7.4.0.02,6]trideca-1(9),3,5,7,10,12-hexaen-7-amine"	"CC1CN(CCN1)C2=NC3=C(C=C2)N=C(C4=CN=CN43)NC5=C(C=CC=C5Cl)C"	-0.22
"[(1r,4r)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol"	"C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@H](C=C4)CO"	-0.22
"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol"	"C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O"	-0.22
"(s)-[(2r,5r)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol"	"COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O"	-0.21
"2-[4-(2-methylpropyl)phenyl]propanoic acid"	"CC(C)CC1=CC=C(C=C1)C(C)C(=O)O"	-0.2
"n-(2,6-difluorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"Fc1cccc(F)c1[NH+]=C2NCCN2"	-0.2
"2-(4-phenylmethoxyphenyl)-n-[1-(2-pyrrolidin-1-ylethyl)indazol-6-yl]acetamide"	"C1CCN(C1)CCN2C3=C(C=CC(=C3)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5)C=N2"	-0.2
"benzyl 4-[(pyrimidin-4-ylamino)methyl]piperidine-1-carboxylate"	"C1CN(CCC1CNC2=NC=NC=C2)C(=O)OCC3=CC=CC=C3"	-0.2
"n-cyclohexyl-4-(1h-imidazol-5-yl)piperidine-1-carbothioamide"	"C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3"	-0.2
"n'-ethyl-2-phenylpropanediamide"	"CCNC(=O)C(C1=CC=CC=C1)C(=O)N"	-0.19
"(3-carbamoyloxy-2-phenylpropyl) carbamate"	"C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N"	-0.19
"[2-(carbamoyloxymethyl)-2-methylpentyl] n-methylcarbamate"	"CCCC(C)(COC(=O)N)COC(=O)NC"	-0.18
"(8s,9s,10r,13s,14s,17r)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-3-one"	"C[C@]12CC([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O"	-0.18
"buta-1,3-diene"	"C=CC=C"	-0.17
"3-[(2r)-2-[2-(4-methylpiperidin-1-yl)ethyl]pyrrolidin-1-yl]sulfonylphenol"	"CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O"	-0.17
"methyl 6-methyl-2-oxo-4-[3-(trifluoromethoxy)anilino]cyclohex-3-ene-1-carboxylate"	"CC1CC(=CC(=O)C1C(=O)OC)NC2=CC(=CC=C2)OC(F)(F)F"	-0.17
"(ne)-n-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine"	"C[N+]1=CC=CC=C1/C=N/O"	-0.17
"1-(8-fluorooctyl)-2-nitroimidazole"	"C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF"	-0.17
"1-ethyl-6-fluoro-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid"	"CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O"	-0.16
"6-[(4-chlorophenyl)-(1,2,4-triazol-1-yl)methyl]-1-methylbenzotriazole"	"CN1C2=C(C=CC(=C2)C(C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1"	-0.16
"2,4-diazatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),3,7,9,11,14,16-heptaen-3-amine"	"C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N"	-0.16
"krypton"	"[Kr]"	-0.16
"n-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide"	"CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C"	-0.15
"n-[(2-methoxy-5-methylsulfonylphenyl)methyl]-2-phenylpiperidin-3-amine"	"COC1=C(C=C(C=C1)S(=O)(=O)C)CNC2CCCNC2C3=CC=CC=C3"	-0.15
"7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one"	"C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O"	-0.15
"(e)-4-thiophen-2-ylbut-3-en-2-one"	"CC(=O)/C=C/C1=CC=CS1"	-0.14
"2-piperazin-1-yl-n-propan-2-ylpyridin-3-amine"	"CC(C)NC1=C(N=CC=C1)N2CCNCC2"	-0.14
"5,5-diethyl-1,3-diazinane-2,4,6-trione"	"CCC1(C(=O)NC(=O)NC1=O)CC"	-0.14
"ethyl 5-(2-(18f)fluoranylethyl)-8-fluoro-6-oxo-4h-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate"	"CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CC[18F]"	-0.14
"1,2-dichloroethane"	"C(CCl)Cl"	-0.14
"6-chloro-4-[[1-(2,3-dihydro-1-benzofuran-5-ylmethyl)piperidin-4-yl]amino]chromen-2-one"	"C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)CC4=CC5=C(C=C4)OCC5"	-0.14
"methyl acetate"	"CC(=O)OC"	-0.13
"[2-(cyclopropylmethyl)-5-prop-2-enyl-3,4-dihydro-1h-pyrido[4,3-b]indol-8-yl]-(4-methylpiperidin-1-yl)methanone"	"CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C4=C3CN(CC4)CC5CC5)CC=C"	-0.13
"4-[2-(4-hydroxyphenyl)propan-2-yl]phenol"	"CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O"	-0.12
"4-benzyl-3-nitro-n-[2-(pyridin-2-ylmethylsulfanyl)ethyl]-1h-pyrrol-2-amine"	"C1=CC=C(C=C1)CC2=CNC(=C2[N+](=O)[O-])NCCSCC3=CC=CC=N3"	-0.12
"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"	"CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C"	-0.1
"(8s,9s,10r,13s,14s,17s)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"	"CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C"	-0.1
"4-[4-[(dimethylamino)methyl]phenyl]-5-hydroxy-2h-isoquinolin-1-one"	"CN(C)CC1=CC=C(C=C1)C2=CNC(=O)C3=C2C(=CC=C3)O"	-0.1
"4-amino-5-chloro-n-[1-(3-methoxypropyl)piperidin-4-yl]-2,3-dihydro-1-benzofuran-7-carboxamide"	"COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl"	-0.1
"3-(4-methylsulfonylphenyl)-4-phenyl-2h-furan-5-one"	"CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3"	-0.1
"4-iodo-1,5-dimethyl-2-phenylpyrazol-3-one"	"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I"	-0.1
"2,3,5,6-tetramethylpyrazine"	"CC1=C(N=C(C(=N1)C)C)C"	-0.1
"1,1,2-trichloroethane"	"C(C(Cl)Cl)Cl"	-0.1
"6-[2-[2-[4-(4-chlorophenoxy)piperidin-1-yl]ethyl]pyrrolidin-1-yl]sulfonyl-1h-indole"	"C1CC(N(C1)S(=O)(=O)C2=CC3=C(C=C2)C=CN3)CCN4CCC(CC4)OC5=CC=C(C=C5)Cl"	-0.1
"[8-chloro-6-(2-fluorophenyl)-4h-imidazo[1,5-a][1,4]benzodiazepin-1-yl]methanol"	"C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO"	-0.1
"tert-butyl 14-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate"	"CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br"	-0.09
"tert-butyl (7s)-14-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate"	"CC(C)(C)OC(=O)C1=C2[C@@H]3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br"	-0.09
"tert-butyl 15-bromo-12-oxo-2,4,11-triazatetracyclo[11.4.0.02,6.07,11]heptadeca-1(17),3,5,13,15-pentaene-5-carboxylate"	"CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC(=C4)Br"	-0.09
"8-chloro-6-(2-fluorophenyl)-1-methyl-2,4-dihydroimidazo[1,5-a][1,4]benzodiazepin-1-ol"	"CC1(NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F)O"	-0.07
"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione"	"CCC1(C(=O)NCNC1=O)C2=CC=CC=C2"	-0.07
"methyl (1r,9r,10s,11r,12r,19r)-11-acetyloxy-12-ethyl-4-[(13s,15r,17s)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate"	"CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O"	-0.07
"(13as)-2,3,9,10-tetramethoxy-6,8,13,13a-tetrahydro-5h-isoquinolino[2,1-b]isoquinoline"	"COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC"	-0.07
"prop-1-ene"	"CC=C"	-0.06
"5-hexan-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"	"CCCCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C"	-0.06
